001	Rx	d	8	05	01	E2	50	00	01	3	8C
001	Rx	d	8	05	01	C0	02	0A	00	0	7
001	Rx	d	8	05	01	E2	50	00	01	0A	0
001	Rx	d	8	05	01	00	03	E2	50	0	1
001	Rx	d	8	05	01	1A	00	00	03	E3	8C
001	Rx	d	8	05	01	C0	FE	EA	00	0	1
001	Rx	d	8	05	01	E3	8C	C0	0E	EA	FF
001	Rx	d	8	05	01	FF	FF	E2	51	10	1
001	Rx	d	8	05	01	15	F2	00	18	1A	FF
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	FF	F1	E1	8C	C4	0C
001	Rx	d	8	05	01	E1	A0	08	0C	E1	2F
001	Rx	d	8	05	01	FF	1E	00	00	0	0
001	Rx	d	8	05	01	00	00	00	00	0	0
001	Rx	d	8	05	01	00	00	E9	2D	40	8
001	Rx	d	8	05	01	EB	00	13	F9	E5	90
001	Rx	d	8	05	01	C0	B0	E1	2F	FF	3C
001	Rx	d	8	05	01	E8	BD	80	08	FF	FF
001	Rx	d	8	05	01	E5	00	FF	FF	FF	0
001	Rx	d	8	05	01	09	FF	FF	FF	0	0
001	Rx	d	8	05	01	00	03	09	31	0	20
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	00	CE	FF	DC	0	0A
001	Rx	d	8	05	01	00	00	FF	FF	FF	F0
001	Rx	d	8	05	01	E3	A0	20	00	E1	52
001	Rx	d	8	05	01	00	00	0A	00	0	72
001	Rx	d	8	05	01	E5	1F	20	2C	E0	2
001	Rx	d	8	05	01	20	00	E1	52	0	0
001	Rx	d	8	05	01	1A	00	00	6E	E5	1F
001	Rx	d	8	05	01	20	40	E5	92	30	58
001	Rx	d	8	05	01	E3	83	3C	01	E5	82
001	Rx	d	8	05	01	30	58	E3	A0	30	1
001	Rx	d	8	05	01	E5	82	30	60	E5	92
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	30	58	E5	1F	20	44
001	Rx	d	8	05	01	E0	03	30	02	E5	1F
001	Rx	d	8	05	01	20	64	E5	82	30	58
001	Rx	d	8	05	01	E5	92	30	58	E3	83
001	Rx	d	8	05	01	30	0A	E5	82	30	58
001	Rx	d	8	05	01	E1	A0	00	00	E1	A0
001	Rx	d	8	05	01	00	00	E1	A0	0	0
001	Rx	d	8	05	01	E1	A0	00	00	E1	A0
001	Rx	d	8	05	01	00	00	E1	A0	0	0
001	Rx	d	8	05	01	E1	A0	00	00	E1	A0
001	Rx	d	8	05	01	00	00	E1	A0	0	0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	E1	A0	00	00	E1	A0
001	Rx	d	8	05	01	00	00	E1	A0	0	0
001	Rx	d	8	05	01	E1	A0	00	00	E1	A0
001	Rx	d	8	05	01	00	00	E1	A0	0	0
001	Rx	d	8	05	01	E1	A0	00	00	E1	A0
001	Rx	d	8	05	01	00	00	E1	A0	0	0
001	Rx	d	8	05	01	E1	A0	00	00	E1	A0
001	Rx	d	8	05	01	00	00	E1	A0	0	0
001	Rx	d	8	05	01	E1	A0	00	00	E1	A0
001	Rx	d	8	05	01	00	00	E1	A0	0	0
001	Rx	d	8	05	01	E1	A0	00	00	E1	A0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	00	00	E1	A0	0	0
001	Rx	d	8	05	01	E1	A0	00	00	E1	A0
001	Rx	d	8	05	01	00	00	E1	A0	0	0
001	Rx	d	8	05	01	E1	A0	00	00	E1	A0
001	Rx	d	8	05	01	00	00	E5	1F	20	FC
001	Rx	d	8	05	01	E3	A0	30	03	E5	82
001	Rx	d	8	05	01	30	80	E5	1F	31	0
001	Rx	d	8	05	01	E1	53	00	00	0A	0
001	Rx	d	8	05	01	00	21	E3	51	0	1
001	Rx	d	8	05	01	0A	00	00	17	E5	1F
001	Rx	d	8	05	01	11	10	E1	11	0	0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	1A	00	00	0F	E5	1F
001	Rx	d	8	05	01	11	14	E1	11	0	0
001	Rx	d	8	05	01	1A	00	00	07	E5	1F
001	Rx	d	8	05	01	11	24	E1	11	0	0
001	Rx	d	8	05	01	0A	00	00	12	E3	A0
001	Rx	d	8	05	01	30	08	E5	82	30	C4
001	Rx	d	8	05	01	E0	01	30	00	E5	82
001	Rx	d	8	05	01	30	C8	EA	00	0	0D
001	Rx	d	8	05	01	E3	A0	30	04	E5	82
001	Rx	d	8	05	01	30	C4	E0	01	30	0
001	Rx	d	8	05	01	E5	82	30	C8	EA	0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	00	08	E3	A0	30	2
001	Rx	d	8	05	01	E5	82	30	C4	E0	1
001	Rx	d	8	05	01	30	00	E5	82	30	C8
001	Rx	d	8	05	01	EA	00	00	03	E3	A0
001	Rx	d	8	05	01	30	04	E5	82	30	C4
001	Rx	d	8	05	01	E3	A0	30	01	E5	82
001	Rx	d	8	05	01	30	C8	E3	A0	30	0
001	Rx	d	8	05	01	E5	82	30	CC	E5	82
001	Rx	d	8	05	01	30	88	EA	00	0	3
001	Rx	d	8	05	01	E3	A0	30	0E	E5	82
001	Rx	d	8	05	01	30	C4	E3	A0	30	1
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	E5	82	30	88	E3	A0
001	Rx	d	8	05	01	30	03	E5	82	30	C0
001	Rx	d	8	05	01	E3	A0	30	14	E5	82
001	Rx	d	8	05	01	30	64	E5	1F	31	A4
001	Rx	d	8	05	01	E5	1F	21	BC	E5	92
001	Rx	d	8	05	01	10	68	E3	11	0	1
001	Rx	d	8	05	01	1A	00	00	02	E2	43
001	Rx	d	8	05	01	30	01	E3	53	0	0
001	Rx	d	8	05	01	1A	FF	FF	F9	E5	1F
001	Rx	d	8	05	01	21	DC	E5	92	10	90
001	Rx	d	8	05	01	E3	11	00	01	1A	0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	00	06	E5	92	30	94
001	Rx	d	8	05	01	E3	13	00	01	1A	0
001	Rx	d	8	05	01	00	03	E3	A0	0	0
001	Rx	d	8	05	01	EA	00	00	02	E3	6
001	Rx	d	8	05	01	00	11	EA	00	0	0
001	Rx	d	8	05	01	E3	06	00	13	E3	A0
001	Rx	d	8	05	01	30	00	E5	82	30	80
001	Rx	d	8	05	01	E5	1F	22	10	E5	92
001	Rx	d	8	05	01	30	58	E5	1F	12	0
001	Rx	d	8	05	01	E0	03	30	01	E5	82
001	Rx	d	8	05	01	30	58	E5	92	30	58
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	E3	83	30	05	E5	82
001	Rx	d	8	05	01	30	58	E5	92	30	58
001	Rx	d	8	05	01	E5	1F	12	1C	E0	3
001	Rx	d	8	05	01	30	01	E5	82	30	58
001	Rx	d	8	05	01	E5	92	30	58	E3	83
001	Rx	d	8	05	01	30	0A	E5	82	30	58
001	Rx	d	8	05	01	E5	1F	22	4C	E5	92
001	Rx	d	8	05	01	30	58	E5	1F	12	3C
001	Rx	d	8	05	01	E0	03	30	01	E5	82
001	Rx	d	8	05	01	30	58	E5	92	30	58
001	Rx	d	8	05	01	E3	83	30	05	E5	82
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	30	58	E1	2F	FF	1E
001	Rx	d	8	05	01	E3	A0	10	00	EA	FF
001	Rx	d	8	05	01	FF	6A	00	00	0	0
001	Rx	d	8	05	01	00	00	00	00	E9	2D
001	Rx	d	8	05	01	40	08	EB	00	13	55
001	Rx	d	8	05	01	E5	90	C0	B4	E1	2F
001	Rx	d	8	05	01	FF	3C	E8	BD	80	8
001	Rx	d	8	05	01	00	00	00	00	0	0
001	Rx	d	8	05	01	00	00	00	00	0	0
001	Rx	d	8	05	01	E9	2D	40	08	E5	D1
001	Rx	d	8	05	01	C0	00	E5	D1	E0	1
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	E5	D1	30	02	E1	8E
001	Rx	d	8	05	01	C1	0C	E5	D1	E0	3
001	Rx	d	8	05	01	E1	83	C0	8C	E5	D1
001	Rx	d	8	05	01	30	04	E1	8E	C0	8C
001	Rx	d	8	05	01	E5	D1	E0	05	E1	83
001	Rx	d	8	05	01	C1	0C	E5	D1	30	6
001	Rx	d	8	05	01	E1	8E	C0	8C	E5	D1
001	Rx	d	8	05	01	E0	07	E1	83	C0	8C
001	Rx	d	8	05	01	E5	D1	10	08	E0	80
001	Rx	d	8	05	01	01	02	E1	8E	C4	0C
001	Rx	d	8	05	01	E1	81	C4	0C	E5	80
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	C0	50	E8	BD	80	8
001	Rx	d	8	05	01	00	00	00	00	0	0
001	Rx	d	8	05	01	00	00	00	00	0	0
001	Rx	d	8	05	01	E9	2D	4F	F0	E1	B0
001	Rx	d	8	05	01	80	00	E2	4D	D0	0C
001	Rx	d	8	05	01	03	09	00	01	0A	0
001	Rx	d	8	05	01	00	7E	EB	FF	FF	1D
001	Rx	d	8	05	01	E5	D8	C0	00	E3	7
001	Rx	d	8	05	01	21	78	E1	A0	11	8C
001	Rx	d	8	05	01	E3	40	28	00	E0	81
001	Rx	d	8	05	01	C1	0C	E0	82	10	0C
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	E5	98	C0	04	E5	91
001	Rx	d	8	05	01	70	00	E5	8D	C0	4
001	Rx	d	8	05	01	E5	D8	60	01	E1	A0
001	Rx	d	8	05	01	90	00	E5	91	A0	8
001	Rx	d	8	05	01	EB	FF	FF	28	E3	A0
001	Rx	d	8	05	01	C0	00	E3	A0	50	0
001	Rx	d	8	05	01	E5	87	C0	00	E1	A0
001	Rx	d	8	05	01	40	05	E5	D8	C0	8
001	Rx	d	8	05	01	E3	5C	00	00	0A	0
001	Rx	d	8	05	01	00	05	E3	56	0	0
001	Rx	d	8	05	01	0A	00	00	03	E1	A0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	00	0A	EB	FF	FF	BD
001	Rx	d	8	05	01	E1	B0	40	00	13	9
001	Rx	d	8	05	01	40	03	E3	A0	C0	1
001	Rx	d	8	05	01	E5	87	C0	00	E5	D8
001	Rx	d	8	05	01	C0	0E	E1	89	C0	0C
001	Rx	d	8	05	01	E3	8C	CC	0E	E5	87
001	Rx	d	8	05	01	C0	14	EB	FF	FF	B8
001	Rx	d	8	05	01	E3	A0	C0	03	E5	87
001	Rx	d	8	05	01	C0	04	E5	D8	C0	0A
001	Rx	d	8	05	01	E5	D8	00	0B	E5	D8
001	Rx	d	8	05	01	10	0C	E1	80	C4	0C
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	E2	88	B0	24	E5	D8
001	Rx	d	8	05	01	E0	0D	E1	81	C4	0C
001	Rx	d	8	05	01	E2	88	A0	10	E3	A0
001	Rx	d	8	05	01	90	04	E1	8E	C4	0C
001	Rx	d	8	05	01	E5	87	C0	48	E1	A0
001	Rx	d	8	05	01	20	05	01	A0	0	0
001	Rx	d	8	05	01	01	A0	00	00	1	A0
001	Rx	d	8	05	01	00	00	E1	A0	0	7
001	Rx	d	8	05	01	E1	A0	10	0A	EB	FF
001	Rx	d	8	05	01	FF	AC	E4	DB	0	18
001	Rx	d	8	05	01	E1	A0	C1	82	E2	0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	00	03	E2	59	90	1
001	Rx	d	8	05	01	E2	82	20	01	E2	8A
001	Rx	d	8	05	01	A0	18	E1	85	5C	10
001	Rx	d	8	05	01	1A	FF	FF	F4	E5	87
001	Rx	d	8	05	01	50	6C	E5	98	C0	70
001	Rx	d	8	05	01	E5	87	C0	08	E5	98
001	Rx	d	8	05	01	C0	74	E3	56	0	0
001	Rx	d	8	05	01	E5	87	C0	0C	0A	0
001	Rx	d	8	05	01	00	35	E3	54	0	0
001	Rx	d	8	05	01	05	98	C0	80	1A	0
001	Rx	d	8	05	01	00	32	E3	5C	0	0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	03	09	40	01	0A	0
001	Rx	d	8	05	01	00	2F	E3	A0	0	1
001	Rx	d	8	05	01	E5	87	00	70	E1	2F
001	Rx	d	8	05	01	FF	3C	E5	97	C0	10
001	Rx	d	8	05	01	E3	1C	04	01	5	D8
001	Rx	d	8	05	01	C0	09	1A	00	0	24
001	Rx	d	8	05	01	E2	87	10	98	E3	5C
001	Rx	d	8	05	01	00	00	E5	9D	C0	4
001	Rx	d	8	05	01	13	A0	00	0A	3	A0
001	Rx	d	8	05	01	00	05	E5	87	1	20
001	Rx	d	8	05	01	E3	A0	00	00	E5	DC
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	20	00	E5	DC	30	1
001	Rx	d	8	05	01	E5	DC	E0	02	E5	DC
001	Rx	d	8	05	01	B0	03	E1	83	20	82
001	Rx	d	8	05	01	E2	56	60	01	E1	8E
001	Rx	d	8	05	01	24	82	E1	8B	22	2
001	Rx	d	8	05	01	E1	80	24	02	E1	A0
001	Rx	d	8	05	01	24	02	E4	81	20	4
001	Rx	d	8	05	01	E5	DC	20	04	E2	8C
001	Rx	d	8	05	01	C0	05	E0	82	0	0
001	Rx	d	8	05	01	15	DC	20	00	E6	EF
001	Rx	d	8	05	01	00	70	15	DC	30	1
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	1A	FF	FF	EF	E1	A0
001	Rx	d	8	05	01	C4	00	E2	4C	CC	1
001	Rx	d	8	05	01	E5	87	C0	94	E5	98
001	Rx	d	8	05	01	C0	78	E5	87	C0	74
001	Rx	d	8	05	01	E5	98	C0	7C	E5	87
001	Rx	d	8	05	01	C0	7C	E5	97	C1	2C
001	Rx	d	8	05	01	E5	8D	C0	00	E5	97
001	Rx	d	8	05	01	C1	28	E5	8D	C0	0
001	Rx	d	8	05	01	EA	00	00	03	E5	97
001	Rx	d	8	05	01	C0	04	E3	09	40	0E
001	Rx	d	8	05	01	E1	A0	00	04	EA	0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	00	01	E5	97	C0	4
001	Rx	d	8	05	01	E1	A0	00	04	E3	8C
001	Rx	d	8	05	01	C4	01	E5	87	C0	4
001	Rx	d	8	05	01	E2	8D	D0	0C	E8	BD
001	Rx	d	8	05	01	8F	F0	00	00	0	0
001	Rx	d	8	05	01	00	00	00	00	E1	A0
001	Rx	d	8	05	01	C0	00	E3	A0	0	0
001	Rx	d	8	05	01	E5	9C	10	04	E3	51
001	Rx	d	8	05	01	00	00	15	DC	C0	0D
001	Rx	d	8	05	01	0A	00	00	0D	E2	41
001	Rx	d	8	05	01	10	08	E3	5C	0	0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	01	2F	FF	1E	E5	B1
001	Rx	d	8	05	01	20	08	01	A0	0	0
001	Rx	d	8	05	01	01	A0	00	00	E3	52
001	Rx	d	8	05	01	00	00	15	92	20	0
001	Rx	d	8	05	01	13	52	00	00	3	2
001	Rx	d	8	05	01	00	60	E2	5C	C0	1
001	Rx	d	8	05	01	15	B1	20	08	1A	FF
001	Rx	d	8	05	01	FF	F8	E1	2F	FF	1E
001	Rx	d	8	05	01	E5	DC	C0	0D	E3	5C
001	Rx	d	8	05	01	00	00	13	02	0	70
001	Rx	d	8	05	01	E1	2F	FF	1E	E1	A0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	C0	00	E3	A0	0	0
001	Rx	d	8	05	01	E5	9C	10	08	E3	51
001	Rx	d	8	05	01	00	00	15	DC	C0	0E
001	Rx	d	8	05	01	0A	00	00	0D	E2	41
001	Rx	d	8	05	01	10	08	E3	5C	0	0
001	Rx	d	8	05	01	01	2F	FF	1E	E5	B1
001	Rx	d	8	05	01	20	08	01	A0	0	0
001	Rx	d	8	05	01	01	A0	00	00	E3	52
001	Rx	d	8	05	01	00	00	15	92	20	0
001	Rx	d	8	05	01	13	52	00	00	3	2
001	Rx	d	8	05	01	00	60	E2	5C	C0	1
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	15	B1	20	08	1A	FF
001	Rx	d	8	05	01	FF	F8	E1	2F	FF	1E
001	Rx	d	8	05	01	E5	DC	C0	0E	E3	5C
001	Rx	d	8	05	01	00	00	13	02	0	70
001	Rx	d	8	05	01	E1	2F	FF	1E	E9	2D
001	Rx	d	8	05	01	40	08	E1	B0	30	0
001	Rx	d	8	05	01	03	02	00	50	0A	0
001	Rx	d	8	05	01	00	05	EB	FF	FF	CA
001	Rx	d	8	05	01	E3	50	00	00	18	BD
001	Rx	d	8	05	01	80	08	E1	A0	0	3
001	Rx	d	8	05	01	EB	FF	FF	DE	E8	BD
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	80	08	E8	BD	80	8
001	Rx	d	8	05	01	00	00	00	00	E3	71
001	Rx	d	8	05	01	00	01	01	2F	FF	1E
001	Rx	d	8	05	01	E3	A0	C0	01	E3	C0
001	Rx	d	8	05	01	00	FF	E3	52	0	0
001	Rx	d	8	05	01	E1	A0	C1	1C	1A	0
001	Rx	d	8	05	01	00	08	E5	90	10	0
001	Rx	d	8	05	01	E0	0C	10	01	E1	5C
001	Rx	d	8	05	01	00	01	15	90	10	0
001	Rx	d	8	05	01	01	2F	FF	1E	E1	8C
001	Rx	d	8	05	01	C0	01	E5	80	C0	0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	E1	2F	FF	1E	1	A0
001	Rx	d	8	05	01	00	00	E5	90	10	0
001	Rx	d	8	05	01	E0	0C	10	01	E1	5C
001	Rx	d	8	05	01	00	01	05	90	10	0
001	Rx	d	8	05	01	01	C1	C0	0C	5	80
001	Rx	d	8	05	01	C0	00	E1	2F	FF	1E
001	Rx	d	8	05	01	00	00	00	00	E9	2D
001	Rx	d	8	05	01	40	08	E3	51	0	0
001	Rx	d	8	05	01	15	91	E0	00	E1	E0
001	Rx	d	8	05	01	C0	02	10	0C	E0	0E
001	Rx	d	8	05	01	15	81	E0	00	E5	DD
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	10	0B	E3	51	0	0
001	Rx	d	8	05	01	05	80	20	10	15	80
001	Rx	d	8	05	01	20	0C	E2	53	10	1
001	Rx	d	8	05	01	05	90	10	1C	0A	0
001	Rx	d	8	05	01	00	3E	E2	51	10	1
001	Rx	d	8	05	01	05	90	10	1C	0A	0
001	Rx	d	8	05	01	00	2F	E2	51	10	1
001	Rx	d	8	05	01	05	90	10	1C	0A	0
001	Rx	d	8	05	01	00	20	E2	51	10	1
001	Rx	d	8	05	01	15	90	10	1C	0A	0
001	Rx	d	8	05	01	00	0D	E0	0C	10	1
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	E5	80	10	1C	E5	90
001	Rx	d	8	05	01	10	18	E1	82	10	1
001	Rx	d	8	05	01	E5	80	10	18	E5	90
001	Rx	d	8	05	01	10	14	E0	0C	10	1
001	Rx	d	8	05	01	E5	80	10	14	E5	90
001	Rx	d	8	05	01	10	00	E0	0C	C0	1
001	Rx	d	8	05	01	E5	80	C0	00	E8	BD
001	Rx	d	8	05	01	80	08	01	A0	0	0
001	Rx	d	8	05	01	01	A0	00	00	E5	90
001	Rx	d	8	05	01	10	1C	E0	0C	C0	1
001	Rx	d	8	05	01	E5	80	C0	1C	E5	90
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	C0	18	E1	82	C0	0C
001	Rx	d	8	05	01	E5	80	C0	18	E5	90
001	Rx	d	8	05	01	C0	14	E1	82	C0	0C
001	Rx	d	8	05	01	E5	80	C0	14	E5	90
001	Rx	d	8	05	01	C0	00	E1	82	C0	0C
001	Rx	d	8	05	01	E5	80	C0	00	E8	BD
001	Rx	d	8	05	01	80	08	01	A0	0	0
001	Rx	d	8	05	01	01	A0	00	00	1	A0
001	Rx	d	8	05	01	00	00	E0	0C	10	1
001	Rx	d	8	05	01	E5	80	10	1C	E5	90
001	Rx	d	8	05	01	10	18	E1	82	10	1
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	E5	80	10	18	E5	90
001	Rx	d	8	05	01	10	14	E0	0C	C0	1
001	Rx	d	8	05	01	E5	80	C0	14	E5	90
001	Rx	d	8	05	01	C0	00	E1	82	C0	0C
001	Rx	d	8	05	01	E5	80	C0	00	E8	BD
001	Rx	d	8	05	01	80	08	E0	0C	10	1
001	Rx	d	8	05	01	E5	80	10	1C	E5	90
001	Rx	d	8	05	01	10	18	E0	0C	10	1
001	Rx	d	8	05	01	E5	80	10	18	E5	90
001	Rx	d	8	05	01	10	14	E0	0C	10	1
001	Rx	d	8	05	01	E5	80	10	14	E5	90
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	10	00	E0	0C	C0	1
001	Rx	d	8	05	01	E5	80	C0	00	E8	BD
001	Rx	d	8	05	01	80	08	E1	82	10	1
001	Rx	d	8	05	01	E5	80	10	1C	E5	90
001	Rx	d	8	05	01	10	18	E0	0C	10	1
001	Rx	d	8	05	01	E5	80	10	18	E5	90
001	Rx	d	8	05	01	10	14	E0	0C	10	1
001	Rx	d	8	05	01	E5	80	10	14	E5	90
001	Rx	d	8	05	01	10	00	E0	0C	C0	1
001	Rx	d	8	05	01	E5	80	C0	00	E8	BD
001	Rx	d	8	05	01	80	08	E9	2D	40	10
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	E1	B0	40	00	3	2
001	Rx	d	8	05	01	00	50	E2	4D	D0	8
001	Rx	d	8	05	01	0A	00	00	11	E5	94
001	Rx	d	8	05	01	C0	00	E3	5C	0	0
001	Rx	d	8	05	01	03	02	00	60	0A	0
001	Rx	d	8	05	01	00	0D	EB	FF	FD	FD
001	Rx	d	8	05	01	E5	94	00	00	E1	D4
001	Rx	d	8	05	01	10	D8	E5	D4	20	9
001	Rx	d	8	05	01	EB	FF	FF	81	E5	D4
001	Rx	d	8	05	01	C0	11	E5	8D	C0	0
001	Rx	d	8	05	01	E5	D4	30	10	E5	94
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	00	00	E5	94	10	4
001	Rx	d	8	05	01	E5	94	20	0C	EB	FF
001	Rx	d	8	05	01	FF	92	EB	FF	FE	95
001	Rx	d	8	05	01	E3	A0	00	00	E2	8D
001	Rx	d	8	05	01	D0	08	E8	BD	80	10
001	Rx	d	8	05	01	00	00	00	00	0	0
001	Rx	d	8	05	01	00	00	00	00	0	0
001	Rx	d	8	05	01	E9	2D	47	F0	E2	4D
001	Rx	d	8	05	01	D0	18	E1	A0	70	0
001	Rx	d	8	05	01	EB	FF	FF	63	E1	B0
001	Rx	d	8	05	01	80	00	05	D7	C0	0D
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	1A	00	00	69	E5	97
001	Rx	d	8	05	01	40	04	E3	5C	0	0
001	Rx	d	8	05	01	0A	00	00	30	E3	A0
001	Rx	d	8	05	01	50	01	E3	A0	90	0
001	Rx	d	8	05	01	E5	D4	C0	05	E1	A0
001	Rx	d	8	05	01	60	05	E3	A0	0	0
001	Rx	d	8	05	01	01	A0	00	00	E3	5C
001	Rx	d	8	05	01	00	00	0A	00	0	10
001	Rx	d	8	05	01	E3	5C	00	01	85	D4
001	Rx	d	8	05	01	A0	04	E1	A0	20	AC
001	Rx	d	8	05	01	E1	A0	10	00	9A	0
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	00	07	01	A0	0	0
001	Rx	d	8	05	01	E0	81	30	0A	E2	83
001	Rx	d	8	05	01	E0	01	E2	52	20	1
001	Rx	d	8	05	01	E1	80	0E	15	E1	80
001	Rx	d	8	05	01	03	16	E2	81	10	2
001	Rx	d	8	05	01	1A	FF	FF	F8	E1	B0
001	Rx	d	8	05	01	CF	8C	15	D4	C0	4
001	Rx	d	8	05	01	10	81	C0	0C	11	80
001	Rx	d	8	05	01	0C	16	E5	94	C0	0
001	Rx	d	8	05	01	E5	D4	20	06	E5	D4
001	Rx	d	8	05	01	10	07	E5	8D	0	0C
001	Rx	d	2	02	01						
002	Rx	d	6	02	01	00	42	00	00		
001	Rx	d	8	05	01	E1	DC	E0	D8	E5	9C
001	Rx	d	8	05	01	A0	04	E5	DC	30	9
